c_personid,Rank,Friend,Enemy,Lindex,c_index_year,c_birthyear,c_deathyear,c_death_age,c_fl_earliest_year,c_fl_ey_nh_code,c_fl_latest_year,c_choronym_code,LU,c_entry_code,Longitude,Latitude,RankD,Rank9
393211,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
425923,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
99307,1,0,0,1164,0,0,0,0,1194,0,1205,0,0,0,0,0,2,1
1352,6,0,0,1095,1095,0,0,0,0,0,0,0,0,0,0,0,12,6
52196,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6
18366,5.5,40.77156235,0,1006,1006,0,0,0,0,0,0,0,11857,0,117.4018173,40.04386139,11,5
425876,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
38663,6,0,0,1058,1058,0,0,0,1023,518,0,0,12214,36,112.0241928,37.4369812,12,6
420595,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9
420416,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
15500,8,78.32539302,0,1247,1247,0,0,0,0,0,0,30,12824,94,117.124092,28.964994,16,8
434925,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
96124,7.5,0,0,1221,0,0,0,0,1251,0,1251,0,0,0,0,0,15,7
7285,4,76.97084504,0,1114,1114,1066,1114,49,0,0,0,0,12753,0,119.913009,28.448732,8,4
11055,8.5,82.11221127,0,1253,1253,1212,1253,42,0,0,0,0,13867,0,118.68367,25.36455727,17,8
50680,4.5,80.91185478,0,1084,1084,0,0,20,0,0,0,0,0,0,0,0,9,4
17773,4,74.41886834,0,1090,1090,0,0,0,0,0,0,19,11027,74,114.34333,34.785477,8,4
40396,6,0,0,1020,1020,961,1032,72,0,0,0,0,13284,54,104.077995,30.650385,12,6
46124,6,0,0,1196,1196,1137,1205,69,0,0,0,0,12753,36,120.957687,28.130676,12,6
512,3.5,72.97600544,0,984,984,925,1007,83,0,0,0,7,13098,0,112.190773,30.350445,7,3
1644,6.5,0,0,1113,1113,0,0,0,0,0,0,0,11203,0,115.646072,34.447662,13,6
979,9,0,0,1133,1133,0,0,0,0,0,0,0,11703,0,114.345497,36.098343,18,9
15262,6.5,35.1737334,0,1280,1280,0,0,0,0,0,0,45,13867,36,119.518837,25.959837,13,6
415138,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
44073,6,49.95447901,0,993,993,934,0,63,0,0,0,0,11546,0,116.258102,37.688007,12,6
51626,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
14625,4,72.45106652,0,1061,1061,1020,1061,42,0,0,0,18,11027,74,114.34333,34.785477,8,4
21985,7.5,70.3754965,0,1034,1034,0,0,0,0,0,0,0,11546,0,116.144707,37.868179,15,7
21432,3,67.45731609,0,988,988,929,1002,74,0,0,0,0,11027,36,114.34333,34.785477,6,3
43696,5.5,0,0,1019,0,0,0,0,1049,524,0,0,0,0,0,0,11,5
426353,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
20450,7.5,80.83412407,0,1065,1065,0,0,0,0,0,0,0,11027,0,114.34333,34.785477,15,7
39157,5.5,0,0.09,1231,1231,0,1231,0,0,0,0,0,0,0,0,0,11,5
34553,8,41.9245987,0,1275,1275,0,0,0,0,0,0,0,12824,0,117.96489,28.450691,16,8
1037,1,79.65735304,0,1038,1038,0,0,0,1008,515,1018,81,11203,36,115.701694,34.704596,2,1
47659,8.5,0,0,0,0,0,0,0,0,0,0,0,12907,0,116.338944,26.328182,17,8
41033,6.5,74.92010143,0,1136,1136,0,0,0,1106,534,0,0,13867,36,119.2296143,26.09373856,13,6
44712,3,0,0,1054,1054,0,0,0,1054,525,0,0,0,0,0,0,6,3
436813,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
426625,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
16200,5.5,74.28361889,0,1214,1214,1155,1222,68,0,0,0,0,12669,36,120.168625,30.294125,11,5
39382,5.5,43.17013428,0,972,972,926,972,47,0,0,0,0,11141,0,119.9380035,37.1754303,11,5
7239,5.5,77.2071946,0,1079,1079,1020,1084,65,0,0,0,2,12669,36,120.637787,31.167065,11,5
42257,8.5,0,0,1041,1041,0,0,0,1023,518,1041,0,13952,28,116.636658,23.667706,17,8
26366,5,76.84733731,0,1058,1058,999,1070,72,0,0,0,2,12669,118,120.168625,30.294125,10,5
51570,8,0,0,0,0,0,0,0,0,0,0,0,12753,0,120.73346,28.852207,16,8
19212,3,75.9175515,0,1241,1241,0,0,0,0,0,0,59,13284,36,104.7676,31.464276,6,3
3256,2.5,80.36691055,80.27849035,1103,1103,0,0,0,0,0,0,0,12669,36,120.099312,30.864964,5,2
48420,6,78.99254025,0,1244,1244,0,0,0,0,0,0,0,12824,0,116.903259,28.40443,12,6
51686,8,0,0,0,0,0,0,0,0,0,0,0,13867,0,119.321577,26.073954,16,8
12527,6,86.35496137,0,1220,1220,0,0,0,1190,545,0,0,13867,36,119.381439,25.727917,12,6
10882,9,87.05300235,42.08149115,1218,1218,0,0,65,0,0,0,0,13867,0,117.653053,24.511744,18,9
96001,5.5,0,0,1000,0,0,0,0,1030,0,1033,0,0,0,0,0,11,5
97374,6,0,0,1137,0,0,0,0,1167,0,1169,0,0,0,0,0,12,6
19568,6.5,81.12971076,0,1189,1189,1129,0,0,0,0,0,0,12433,0,119.437187,32.39127,13,6
25849,7,42.49419771,0,1154,1154,0,0,0,0,0,0,0,13867,36,119.518837,25.959837,14,7
39119,6,0,0,0,0,0,0,0,1107,535,0,0,0,0,0,0,12,6
20740,8.5,78.39901568,0,1200,1200,1141,1220,80,0,0,0,0,13284,94,104.077438,29.65851,17,8
20628,3.5,72.23177223,0,1038,1038,989,0,50,0,0,0,24,12669,36,120.084801,30.553133,7,3
52120,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6
97742,2.5,0,0,930,0,0,0,0,960,0,966,0,0,0,0,0,5,2
562,3,85.03600828,41.0715337,1126,1126,1067,1141,75,0,0,0,0,13284,165,104.077995,30.650385,6,3
406052,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
26406,9,80.06580669,7.912433968,1204,1204,1145,1231,87,0,0,0,0,13284,118,103.831459,30.050497,18,9
430194,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
26092,9.5,75.36026392,0,1267,1267,1237,1267,31,0,0,0,0,13867,0,119.381439,25.727917,19,9
8023,1,72.90199961,350.6435605,981,981,922,992,71,0,0,0,0,11371,5,112.38263,34.665276,2,1
48603,8.5,80.2125129,0,1181,1181,0,0,0,0,0,0,0,13867,36,119.011101,25.433954,17,8
52468,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
435674,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
46014,8,0,0,1168,1168,0,0,0,0,0,0,0,12824,36,119.420189,30.894686,16,8
4132,5.5,80.81727366,0,1244,1244,0,0,0,0,0,0,0,13284,0,104.143768,30.004446,11,5
10941,5,74.8872593,0,1073,1073,0,0,0,0,0,0,19,11027,0,114.34333,34.785477,10,5
38139,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8
41353,7.5,27.64467714,0,1079,1079,0,0,0,1049,524,0,0,13867,0,118.3237839,27.03886414,15,7
19945,1.5,73.58305977,0,1076,1076,0,0,0,0,0,0,0,12753,36,120.025253,28.897268,3,1
97335,6,0,0,1032,0,0,0,0,1062,0,1067,0,0,0,0,0,12,6
47520,6.5,78.14873744,0,1103,1103,0,0,0,0,0,0,0,13867,36,118.68367,25.36455727,13,6
426597,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9
50665,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
43593,5,0,0,1235,1235,0,0,0,1235,552,0,0,0,0,0,0,10,5
23629,4,69.64711054,0,1103,1103,1051,1103,53,0,0,0,22,11027,74,114.34333,34.785477,8,4
19665,4.5,78.08209146,0,1175,1175,0,0,0,1131,541,0,101,12824,0,118.7425,30.946941,9,4
569,1,44.30399763,40.33307954,1041,1041,0,0,0,1022,517,1041,12,11141,36,117.0014877,36.65013123,2,1
45051,7.5,0,0,1131,1131,1072,1132,61,0,0,0,0,12824,165,118.7425003,30.94694138,15,7
7098,3,81.13692844,0,1097,1097,0,0,0,0,0,0,0,11027,36,113.641312,34.758076,6,3
416802,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
1996,2,80.20501931,41.00513925,1154,1154,1095,1167,73,0,0,0,36,13284,36,103.869247,30.200752,4,2
137851,8.5,0,0,0,0,0,0,0,0,0,0,0,12669,0,120.099312,30.864964,17,8
393150,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
51848,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
25653,8,71.38683532,0,1064,1064,0,0,0,0,0,0,0,11026,36,113.467056,34.162491,16,8
99696,5.5,0,0,974,0,0,0,0,1004,0,1013,0,0,0,0,0,11,5
421641,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
14861,8,78.24485877,0,1230,1230,1171,1233,63,0,0,0,0,12669,118,120.297668,31.574614,16,8
8130,2.5,76.97579893,0,1126,1126,0,0,0,0,0,0,0,13867,59,118.589905,24.909641,5,2
97683,7,0,0,1022,0,0,0,0,0,0,1062,0,0,0,0,0,14,7
17711,1,77.85485451,0,1072,1072,0,0,0,0,0,0,0,11027,94,114.34333,34.785477,2,1
137696,9.5,0,0,0,0,0,0,0,0,0,0,0,12824,0,115.761818,29.087832,19,9
18491,4.5,0,0,1139,1139,0,0,0,0,0,0,0,12824,36,117.034592,30.124186,9,4
51197,3.5,0,0,1161,1161,0,0,0,0,0,0,0,11141,36,116.9969,36.6646,7,3
99147,6.5,0,0,1049,0,0,0,0,1079,0,1083,0,0,0,0,0,13,6
98031,5.5,0,0,949,0,0,0,0,979,0,987,0,0,0,0,0,11,5
49265,2,0,0,1100,1100,1049,1100,52,0,0,0,0,0,0,114.34333,34.785477,4,2
24851,6,75.17702944,91.07470203,1127,1127,1091,1127,37,0,0,0,0,12907,0,116.061584,27.75564,12,6
49890,9,0,0,0,0,0,0,0,0,0,0,0,13867,0,118.026779,27.756025,18,9
16905,8,47.52639053,0,1097,1097,0,0,0,0,0,0,12,13867,36,118.169182,26.642174,16,8
8100,1,80.66615908,265.8196482,1038,1038,979,1044,66,0,0,0,31,11027,36,114.34333,34.785477,2,1
22757,7.5,72.21751674,0,1003,1003,0,0,0,0,0,0,43,11546,0,115.146522,36.275528,15,7
39930,2.5,0,0,0,0,0,0,79,0,0,0,0,0,118,0,0,5,2
776,6.5,0,0,1133,1133,0,0,0,0,0,0,0,0,0,0,0,13,6
97034,8.5,0,0,1081,0,0,0,0,1111,0,1114,0,0,0,0,0,17,8
7231,5,75.54147631,0,1134,1134,0,0,0,0,0,0,45,12753,0,120.578262,30.004515,10,5
420373,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
696,4.5,0,0,1109,1109,0,0,0,0,0,1109,0,11371,0,112.38263,34.665276,9,4
49694,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
1346,2,74.81078859,0,1071,1071,0,0,0,0,0,0,30,12587,36,117.276459,31.864456,4,2
13995,5,0,0,1214,1214,0,0,0,0,0,0,0,12753,36,120.630691,27.790512,10,5
401092,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
21820,7,66.31701879,41.23085528,1070,1070,0,0,53,0,0,0,0,12669,36,120.297668,31.574614,14,7
400631,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
18946,3.5,76.93711682,41.12785983,1129,1129,1070,1132,63,0,0,0,0,12669,36,120.618622,31.31271,7,3
39711,9,68.97855422,0,1138,1138,0,1138,0,1138,541,0,0,12753,36,120.6532211,28.01829147,18,9
422802,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
408721,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
95891,8,0,0,1018,0,0,0,0,1048,0,1050,0,0,0,0,0,16,8
17944,6,0,0,1252,1252,0,0,0,0,0,0,16,12824,36,118.240181,28.679602,12,6
664,3,74.34059921,0,1080,1080,0,0,0,0,0,0,16,11027,36,114.76066,34.49547,6,3
98267,7,0,0,995,0,0,0,0,1025,0,1026,0,0,0,0,0,14,7
1703,7,73.6790048,0,1076,1076,1026,1076,51,0,0,0,14,12907,36,116.627449,27.559717,14,7
393050,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
47372,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
40628,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
47550,9,0,0,0,0,0,0,0,0,0,0,0,13952,0,114.273606,23.172247,18,9
44963,8.5,0,0,987,987,0,0,0,0,0,987,0,0,0,0,0,17,8
429031,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
52298,8.5,0,0,0,0,0,0,0,0,0,0,0,12669,0,120.1686249,30.2941246,17,8
37679,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6
413320,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
812,8,0,0,1128,1128,0,0,0,0,0,0,0,0,0,0,0,16,8
22047,4.5,77.49812121,0,1256,1256,1192,0,0,0,0,1225,0,12753,36,121.120598,28.843132,9,4
45721,8,27.64467714,0,1067,1067,0,0,0,0,0,0,0,12824,0,117.580116,28.953411,16,8
425875,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
11186,7,0,0,1151,1151,0,0,0,0,0,0,4,13867,36,118.68367,25.36455727,14,7
1657,6,0,0,1121,1121,0,0,0,0,0,0,0,13867,36,117.455017,26.720821,12,6
17927,2.5,86.40809539,0,1180,1180,1121,1182,62,0,0,0,0,12669,165,120.099312,30.864964,5,2
96471,7.5,0,0,1060,0,0,0,0,1090,0,1092,0,0,0,0,0,15,7
22645,4.5,44.66803584,0,1168,1168,0,0,0,0,0,0,110,13284,0,103.845108,29.837276,9,4
44566,7.5,0,0,1103,1103,0,0,0,0,0,1103,0,0,0,0,0,15,7
46994,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8
10918,1.5,70.81147919,0,960,960,0,0,57,0,0,0,0,13867,0,118.28717,25.32579,3,1
51867,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6
40391,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
413073,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
47656,7.5,0,0,1015,1015,0,0,0,0,0,0,0,13015,36,112.8889,28.6753,15,7
52848,8,0,0,0,0,0,0,0,0,0,0,0,12907,14,115.432716,27.322115,16,8
25891,7.5,38.30416415,0,1148,1148,0,0,0,1118,537,1131,0,13867,36,119.011101,25.433954,15,7
3299,6,0,0,1035,1035,0,0,0,0,0,0,62,13867,36,119.011101,25.433954,12,6
47601,8,0,0,1217,1217,0,0,0,0,0,0,0,13867,36,118.589905,24.909641,16,8
27562,3.5,41.49013814,0,1183,1183,0,0,0,1165,543,1174,81,13284,0,103.151785,29.911529,7,3
51643,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6
16647,1,82.92806575,79.32350136,1166,1166,1107,1174,68,0,0,0,0,12753,165,121.152763,30.049067,2,1
47623,7.5,0,0,0,0,0,0,0,0,0,0,0,13867,54,119.011101,25.433954,15,7
426049,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
47061,5.5,0,0,1223,1223,0,0,0,0,0,0,0,12753,36,120.73346,28.852207,11,5
8165,1,74.64971542,0,1058,1058,1004,1058,55,0,0,0,0,11027,28,113.719086,34.397324,2,1
1008,6,0,0,1125,1125,0,0,0,0,0,0,0,12824,101,117.844589,29.244728,12,6
39934,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
41325,8,0,0,1232,1232,0,0,0,1201,547,0,0,13015,165,112.942116,25.401428,16,8
44235,8,0,0,1049,1049,0,0,0,0,0,1049,0,0,0,0,0,16,8
38592,4.5,0,0,0,0,0,0,0,1032,519,0,0,0,0,0,0,9,4
41175,8,43.17013428,0,1144,1144,0,0,0,0,0,0,0,12907,0,115.342766,26.321701,16,8
42116,9,0,41.00513925,1130,1130,0,0,0,1100,532,0,0,13867,36,119.011101,25.433954,18,9
10760,8.5,76.0117802,0,1091,1091,1032,0,66,0,0,1097,20,11141,36,118.370405,36.864015,17,8
3261,1,81.38173409,0,1067,1067,0,0,0,0,0,0,21,11027,0,114.34333,34.785477,2,1
1255,9,0,0,1163,1163,0,0,0,0,0,0,0,0,0,0,0,18,9
97739,7.5,0,0,1063,0,0,0,0,1093,0,1096,0,0,0,0,0,15,7
39019,9,0,0,0,0,0,0,0,0,0,0,0,13867,0,117.483398,27.337692,18,9
418965,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
41238,6,0,0,1056,1056,0,0,0,1056,526,0,0,0,0,0,0,12,6
408422,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
95846,5,0,0,978,0,0,0,0,1008,0,1010,0,0,0,0,0,10,5
1180,3.5,75.52643369,0,1008,1008,0,0,64,0,0,0,0,12433,0,119.141106,33.502789,7,3
49695,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
26942,5.5,71.13017012,0,1074,1074,1015,1078,64,0,0,0,105,13015,36,111.750727,26.579952,11,5
97401,7,0,0,948,0,0,0,0,978,0,978,0,0,0,0,0,14,7
426036,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
33354,8,84.08975862,0,1192,1192,1133,1215,83,0,0,0,0,12753,50,119.172379,29.034788,16,8
136588,9.5,45.84222335,0,1252,1252,0,0,0,0,0,1256,0,13700,0,106.558711,29.560046,19,9
47223,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
46579,8.5,0,0,0,0,0,0,0,0,0,0,0,13867,0,118.536255,27.924686,17,8
413487,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
44080,5.5,0,0,1127,1127,0,0,0,0,0,1129,0,0,0,0,0,11,5
1521,1,81.11480406,10.72002237,1087,1087,1028,1090,63,0,0,0,0,12433,165,119.437332,32.79071,2,1
3094,5.5,83.2476192,119.0050408,1145,1145,0,1145,0,0,0,0,45,13867,36,117.781792,26.39761,11,5
49520,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
52269,7.5,43.86328146,0.1,1006,1006,951,1006,56,0,0,0,0,0,0,114.34333,34.785477,15,7
45204,2,70.46071941,0,1276,1276,0,0,0,0,0,1276,0,12433,118,115.992537,33.63886,4,2
136280,8.5,45.62195369,0,1249,1249,0,0,0,0,0,1256,0,12907,0,115.132248,27.214367,17,8
10572,8.5,79.97614207,0,1178,1178,1125,0,0,0,0,0,0,12753,36,120.653221,28.018291,17,8
41417,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
97649,5.5,0,0,1130,0,0,0,0,1160,0,1162,0,0,0,0,0,11,5
426329,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
2096,6.5,0,0,1145,1145,0,0,0,0,0,0,0,0,0,0,0,13,6
96989,6,0,0,1012,0,0,0,0,1042,0,1056,0,0,0,0,0,12,6
436209,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
24097,9.5,42.77733825,0,1152,1152,1102,1152,51,0,0,0,0,12907,29,114.745163,25.658571,19,9
52409,8,0,0,0,0,0,0,0,0,0,0,0,12907,36,116.627449,27.559717,16,8
405154,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
436268,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9
44554,5.5,0,0,1063,1063,0,0,0,0,0,1063,0,0,0,0,0,11,5
23194,5.5,78.42208646,0,1186,1186,1130,1196,70,0,0,0,45,12669,36,119.569855,31.995802,11,5
39723,8.5,0,0,0,0,0,0,0,1275,559,0,0,13867,0,117.610733,24.117096,17,8
1297,8,77.26197247,0,1175,1175,0,0,0,0,0,0,0,12753,0,121.120598,28.843132,16,8
52009,8,0,0,1154,1154,0,0,0,0,0,0,0,13867,36,119.321577,26.073954,16,8
30359,2.5,86.37429532,0,1199,1199,1140,1207,68,0,0,0,0,12669,80,120.168625,30.294125,5,2
49654,7.5,0,0,0,0,0,0,0,0,0,0,0,12753,36,120.071625,29.300087,15,7
44090,8,0,0,994,994,0,0,0,976,508,994,0,11703,0,114.772179,37.752926,16,8
11287,9.5,82.82071597,0,1162,1162,1104,1162,59,0,0,0,0,13867,101,119.011101,25.433954,19,9
42159,6.5,0,0,1058,1058,999,1060,62,0,0,0,0,12433,165,119.177627,32.267544,13,6
405946,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
21646,4.5,40.27262703,0,1124,1124,0,0,0,0,0,0,61,12669,36,119.4442902,32.20648956,9,4
52130,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
422018,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
46981,8,0,0,0,0,0,0,0,0,0,0,0,13284,36,103.976609,30.552655,16,8
1997,1.5,74.38958486,0,1035,1035,976,1045,70,0,0,0,9,11027,118,114.34333,34.785477,3,1
616,3.5,0,0,1126,1126,0,0,0,0,0,0,0,0,0,0,0,7,3
96508,5.5,0,0,1014,0,0,0,0,1044,0,1044,0,0,0,0,0,11,5
95775,5.5,0,0,1086,0,0,0,0,1116,0,1118,0,0,0,0,0,11,5
17514,6,84.68309803,0,1184,1184,1136,1184,49,0,0,0,27,12824,36,118.433945,29.86577,12,6
97987,6,0,0,1028,0,0,0,0,1058,0,1059,0,0,0,0,0,12,6
50262,4,0,0,1141,1141,0,0,0,0,0,0,0,0,0,0,0,8,4
417515,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
46613,2,0,0,0,0,0,0,0,0,0,0,0,14091,0,111.341637,21.493204,4,2
399119,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
51258,5,0,0,1136,1136,0,0,0,0,0,0,0,13867,36,119.321577,26.073954,10,5
98083,6,0,0,1047,0,0,0,0,1077,0,1077,0,0,0,0,0,12,6
98236,5.5,0,0,1214,0,0,0,0,1244,0,1244,0,0,0,0,0,11,5
21038,7.5,84.1610254,0,1215,1215,1156,1222,67,0,0,0,0,12753,36,119.649918,29.104712,15,7
431414,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
426387,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
47033,5.5,0,0,0,0,0,0,0,0,0,0,0,11546,0,117.646891,37.295287,11,5
42266,4,27.64467714,84.14733098,1231,1231,0,0,0,1195,546,1231,0,12907,48,115.372276,28.425598,8,4
41157,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
1127,5.5,0,0,1142,1142,0,0,0,1112,536,0,0,12669,36,119.952301,31.782784,11,5
98088,4.5,0,0,1093,0,0,0,0,1123,0,1123,0,0,0,0,0,9,4
45107,5.5,0,0,1128,1128,0,0,0,0,0,1128,0,0,0,0,0,11,5
998,6.5,0,0,1144,1144,0,0,0,0,0,0,0,0,0,0,0,13,6
3081,8,80.3218041,0,1101,1101,1053,1101,49,0,0,0,0,11203,101,117.187683,34.269634,16,8
98004,6.5,0,0,995,0,0,0,0,1025,0,1031,0,0,0,0,0,13,6
3251,5.5,86.38627835,0,1186,1186,1140,1186,47,0,0,0,10,12753,118,119.263466,28.587894,11,5
7185,9,69.09182944,0,1089,1089,0,0,35,0,0,0,0,12669,36,120.618622,31.31271,18,9
50189,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
21621,3.5,0,0,1206,1206,0,0,0,1163,542,0,0,12669,0,119.952301,31.782784,7,3
52167,6.5,0,0,1196,1196,0,0,0,0,0,0,0,12753,36,121.425552,29.283617,13,6
15802,5.5,0,0,1109,1109,0,0,0,0,0,0,1,13867,36,117.333252,27.539524,11,5
37706,8,0,0,1162,1162,0,0,0,1132,541,0,0,13867,29,116.3495407,25.83338165,16,8
44267,9,0,0,1119,1119,0,0,0,1119,538,0,0,12753,0,120.227981,29.260567,18,9
4034,7.5,76.93069931,0,1120,1120,1061,1122,62,0,0,0,0,13867,36,118.026779,27.756025,15,7
98845,2.5,0,0,965,0,0,0,0,995,0,1000,0,0,0,0,0,5,2
17352,5.5,66.82545752,0,974,974,915,984,70,0,0,0,0,11371,118,112.38263,34.665276,11,5
896,6.5,77.97191188,0,1157,1157,0,0,0,0,0,0,0,12669,101,120.753204,30.767469,13,6
27407,5,0,0,1080,1080,0,0,0,0,0,0,0,11203,0,116.304527,35.068165,10,5
10756,9,76.1427512,0,1273,1273,1214,1279,66,0,0,0,83,12824,36,118.1757736,29.78119087,18,9
21447,5,0,0,1081,1081,0,0,0,0,0,1101,0,11027,118,114.34333,34.785477,10,5
8098,1.5,80.78530766,37.88093773,1103,1103,0,0,61,0,0,0,23,12753,36,120.578262,30.004515,3,1
23426,9.5,42.49419771,0,1184,1184,1125,0,0,0,0,0,0,12824,36,118.433945,29.86577,19,9
50792,8.5,0,0,1103,1103,1069,1103,35,0,0,0,0,0,0,0,0,17,8
46898,5.5,0,0,0,0,0,0,0,0,0,0,0,11546,0,117.401329,37.851643,11,5
26059,4,72.95579921,0,1076,1076,0,0,0,0,0,0,22,11027,74,114.34333,34.785477,8,4
41137,8,0,0,1140,1140,0,0,0,0,0,0,0,13284,0,104.143768,30.004446,16,8
13332,5.5,72.46993032,0,1091,1091,1034,1091,58,0,0,0,18,11027,74,114.34333,34.785477,11,5
10390,1,74.90484197,0,1007,1007,0,1029,0,0,0,0,18,11027,0,114.34333,34.785477,2,1
19294,1,78.7111847,0,1088,1088,0,0,0,0,0,0,15,11027,118,114.34333,34.785477,2,1
38642,4.5,0,0,1205,1205,0,0,0,1174,544,1205,0,12753,0,118.867645,28.956821,9,4
43230,8.5,0,0,1243,1243,0,0,0,0,0,0,0,12824,0,117.9648895,28.45069122,17,8
3344,5,0,40.89787896,1136,1136,0,0,0,1106,534,0,0,12753,36,121.542656,29.866316,10,5
25122,7.5,84.90923973,0,1187,1187,0,0,0,1257,541,0,0,12907,36,115.377151,28.70723,15,7
44585,7.5,0,0,1061,1061,0,0,0,0,0,1061,0,0,0,0,0,15,7
23141,8.5,47.81165146,0,1148,1148,0,0,0,0,0,0,0,12907,36,114.608452,27.382462,17,8
40737,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
46433,7.5,0,0,1162,1162,0,0,0,0,0,0,0,13867,36,119.321577,26.073954,15,7
51279,2,0,0,1174,1174,0,1174,0,0,0,0,0,0,36,114.34333,34.785477,4,2
45805,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6
1678,6,71.51340034,0,980,980,0,0,0,0,0,0,63,13098,0,112.190773,30.350445,12,6
38170,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
16238,7.5,68.42985387,0,1021,1021,0,0,0,0,0,0,24,12669,118,120.168625,30.294125,15,7
26285,7,45.20941055,0,1055,1055,996,1063,68,0,0,0,20,11203,118,115.5583,35.61019,14,7
51323,9,45.77903136,0,1287,1287,1228,0,0,0,0,0,0,13867,165,119.534469,26.198015,18,9
96030,7,0,0,967,0,0,0,0,997,0,999,0,0,0,0,0,14,7
