c_personid,Rank,Friend,Enemy,Lindex,c_index_year,c_birthyear,c_deathyear,c_death_age,c_fl_earliest_year,c_fl_ey_nh_code,c_fl_latest_year,c_choronym_code,LU,c_entry_code,Longitude,Latitude,RankD,Rank9
24506,5,0,78.64389682,1161,1161,1107,1161,55,0,0,0,0,11703,0,113.812805,36.068802,10,5
51785,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
18950,4.5,78.59398468,0,1223,1223,0,0,0,0,0,0,0,12669,36,120.618622,31.31271,9,4
422426,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
10283,8.5,74.69195388,0,1197,1197,1160,1197,38,0,0,0,0,12753,36,121.542656,29.866316,17,8
13916,8,75.66762816,41.23085528,1076,1076,1030,1076,47,0,0,0,0,12091,36,107.796328,34.478271,16,8
137890,8,0,0,0,0,0,0,0,0,0,0,0,13284,0,103.869247,30.200752,16,8
420940,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
19873,5.5,77.30798222,0,1139,1139,0,0,80,1109,535,0,0,12753,36,121.542656,29.866316,11,5
428987,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
7286,3,79.8805214,0,1103,1103,0,0,0,0,0,0,0,13867,36,118.536255,27.924686,6,3
17684,1,80.36966834,0,1246,1246,0,0,0,0,0,0,18,12669,0,120.099312,30.864964,2,1
24759,3.5,77.95653484,0,1226,1226,0,0,0,1196,546,0,0,13867,44,119.517273,26.661217,7,3
3184,8,71.78939107,0,1056,1056,0,0,0,0,0,0,27,12669,77,120.618622,31.31271,16,8
48341,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
49684,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
2063,9,0,0,1076,1076,0,0,0,0,0,0,0,12669,36,119.952301,31.782784,18,9
40172,9.5,0,7.530163938,1228,1228,0,0,0,0,0,1228,0,0,0,0,0,19,9
1920,3.5,0,0,1087,1087,0,0,0,0,0,0,20,11371,0,112.38263,34.665276,7,3
43657,5.5,0,0.29,1265,1265,0,1265,0,0,0,0,0,0,0,0,0,11,5
97750,5.5,0,0,1127,0,0,0,0,1157,0,1196,0,0,0,0,0,11,5
22184,8,34.82715981,0,1035,1035,0,0,0,0,0,0,0,12214,118,113.103485,36.183537,16,8
98257,7,0,0,1062,0,0,0,0,1092,0,1092,0,0,0,0,0,14,7
1556,4.5,76.38552231,0,1079,1079,0,0,0,0,0,0,0,11703,118,114.772179,37.752926,9,4
15502,9,76.22023961,0,1269,1269,1220,1269,50,0,0,0,30,12824,54,117.124092,28.964994,18,9
25555,6,44.8135704,0,1133,1133,0,0,0,0,0,0,0,12669,0,120.168625,30.294125,12,6
95626,5,0,0,1153,0,0,0,0,1183,0,1186,0,0,0,0,0,10,5
50266,7,70.8885882,0,1119,1119,0,0,0,0,0,0,0,11027,0,114.34333,34.785477,14,7
97782,4,0,0,931,0,0,0,0,961,0,964,0,0,0,0,0,8,4
46791,9.5,0,7.517208232,1158,1158,1099,1181,83,0,0,0,0,12824,0,117.9648895,28.45069122,19,9
17210,9,73.13727489,0,1190,1190,0,0,0,0,0,0,0,13867,36,119.534469,26.198015,18,9
96476,7,0,0,1001,0,0,0,0,1031,0,1035,0,0,0,0,0,14,7
17649,5,47.57397678,0,1157,1157,0,0,0,0,0,0,0,12753,0,120.071625,29.300087,10,5
97030,5.5,0,0,975,0,0,0,0,1005,0,1008,0,0,0,0,0,11,5
369,6,78.96961225,0,1145,1145,0,0,0,0,0,0,83,12753,36,118.867645,28.956821,12,6
424564,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
10551,2.5,80.05231076,0,1097,1097,0,0,0,0,0,0,0,12587,0,116.5671997,30.6303463,5,2
47872,1.5,0,0,955,955,896,969,74,0,0,0,0,0,0,0,0,3,1
40545,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6
1681,4.5,51.46098419,0,1015,1015,0,0,0,0,0,0,4,11371,36,112.804997,34.720623,9,4
40367,4,0,0.1,1163,1163,0,1163,0,0,0,0,0,0,0,0,0,8,4
18684,1,77.99681865,0,1215,1215,0,1215,0,0,0,0,0,12753,36,120.653221,28.018291,2,1
3443,6,68.88094421,0,983,983,0,983,0,0,0,0,42,11901,36,110.617546,34.859409,12,6
48305,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5
19624,5.5,49.06075853,0,1011,1011,0,0,0,0,0,0,0,12433,0,119.437187,32.39127,11,5
26107,5.5,34.82715981,0,1121,1121,0,0,0,0,0,0,62,12753,36,121.120598,28.843132,11,5
47749,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8
96534,5,0,0,1063,0,0,0,0,1093,0,1095,0,0,0,0,0,10,5
402337,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
47668,4,0,0,1089,1089,0,0,0,0,0,0,0,13867,36,119.321577,26.073954,8,4
433628,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
1003,6,0,0,1075,1075,0,0,0,0,0,0,0,0,0,0,0,12,6
436867,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
43621,9,86.39944661,0,1211,1211,0,0,0,1174,0,1189,0,12753,36,120.578262,30.004515,18,9
52450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
19414,4,79.30560986,0,1180,1180,1121,1187,67,0,0,0,19,12669,36,119.9406,30.27177,8,4
51455,6,0,0,0,0,0,0,0,0,0,0,0,13867,0,118.1691818,26.64217377,12,6
41,9,0,0,1151,1151,0,0,0,0,0,0,45,12824,0,117.421311,28.401876,18,9
50451,4,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,8,4
22620,3.5,86.36991387,0,1193,1193,0,0,0,0,0,0,0,12669,33,120.537499,30.40628,7,3
41516,2,38.30416415,0,960,960,901,988,88,0,0,0,0,11026,0,114.016296,34.165859,4,2
10470,3.5,62.10159478,0,1001,1001,0,0,72,0,0,0,0,11027,101,114.34333,34.785477,7,3
385301,8.5,0,0,1195,1195,0,0,0,0,0,0,0,0,0,0,0,17,8
251,6.5,0,0,1133,1133,0,0,0,0,0,0,0,0,0,0,0,13,6
10471,5.5,62.1652035,0,1015,1015,0,0,71,0,0,0,0,11027,77,114.34333,34.785477,11,5
25326,8.5,47.16528562,0,1064,1064,1025,1064,40,0,0,0,0,12907,36,114.375885,27.794266,17,8
45886,4.5,27.64467714,0,1092,1092,0,0,0,0,0,0,0,11026,0,113.819748,34.031391,9,4
8018,1,44.84827325,0,1127,1127,1064,1127,64,0,0,0,4,11027,54,114.34333,34.785477,2,1
49141,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
10687,8,77.49087576,0,1153,1153,0,0,0,0,0,0,20,12753,39,119.649918,29.104712,16,8
411346,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
47376,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6
49689,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
136379,9.5,34.82715981,0,1231,1231,0,0,0,0,0,1256,0,13867,0,118.323784,27.038864,19,9
39899,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
40368,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
40019,5,27.64467714,0,1081,1081,0,1081,0,1056,526,1078,0,12824,36,118.5841065,30.07777214,10,5
12072,5.5,80.20850952,0,1227,1227,0,1227,0,0,0,0,0,12669,0,120.9482346,31.3861084,11,5
47115,7,73.30640966,0,1016,1016,0,0,0,0,0,0,0,11203,0,116.72216,35.55548,14,7
96539,3,0,0,1090,0,0,0,0,1120,0,1206,0,0,0,0,0,6,3
18402,6.5,0,0,1075,1075,0,0,0,0,0,0,31,11027,0,113.641312,34.758076,13,6
98143,6,0,0,1045,0,0,0,0,1075,0,1075,0,0,0,0,0,12,6
388228,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
96684,5,0,0,1089,0,0,0,0,1119,0,1124,0,0,0,0,0,10,5
12889,3,86.56237536,0,1205,1205,0,0,0,1175,544,0,0,13867,36,119.321577,26.073954,6,3
136466,8.5,43.45781635,0,1266,1266,0,0,0,0,0,1256,0,13576,0,105.938934,31.340229,17,8
22364,7.5,82.25462584,0,1122,1122,0,0,0,0,0,0,0,12091,0,105.7378,35.524,15,7
37927,8.5,82.0211975,0,1306,1306,1247,1324,78,0,0,0,0,12753,0,119.649918,29.104712,17,8
19101,7,38.30416415,0,1041,1041,0,0,0,1011,515,0,0,12824,36,118.76899,32.052563,14,7
23567,2.5,72.49408747,0,1177,1177,1118,0,0,0,0,1148,0,12669,36,120.26609,31.90877,5,2
50863,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
1554,5.5,71.09015356,0,1023,1023,0,0,0,1008,515,0,0,0,0,0,0,11,5
97205,6,0,0,993,0,0,0,0,1023,0,1025,0,0,0,0,0,12,6
19728,4,80.07935032,0,1109,1109,0,0,0,1086,530,0,0,11371,36,112.38263,34.665276,8,4
52798,8,0,0,1243,1243,1184,1249,66,0,0,0,0,12907,0,114.9712753,27.10323906,16,8
40189,8.5,0,0,1053,1053,0,0,0,1053,524,0,0,12669,36,119.569855,31.995802,17,8
408,6,34.82715981,0,1155,1155,0,0,0,0,0,0,0,12824,0,118.240181,28.679602,12,6
3351,1,83.35192527,0,1076,1076,1023,1076,54,0,0,0,8,11027,118,114.34333,34.785477,2,1
20867,7.5,0,0,1260,1260,0,0,0,0,0,0,6,11371,0,112.38263,34.665276,15,7
45759,5,27.64467714,0,1162,1162,0,1162,0,0,0,0,0,11371,0,111.766312,34.765198,10,5
50288,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
1362,5,0,0,1160,1160,0,0,0,1154,541,0,0,0,0,0,0,10,5
41340,7.5,0,0,1154,1154,0,0,0,1124,538,0,0,13867,165,119.518837,25.959837,15,7
410269,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
137751,8,0,0,1268,1268,0,0,0,0,0,0,0,13867,0,118.537849,24.953764,16,8
49109,4.5,0,0,0,0,0,0,0,0,0,0,0,12824,36,118.1757736,29.78119087,9,4
45315,8,0,0,1065,1065,0,0,0,0,0,1065,0,0,0,0,0,16,8
406183,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
22304,6,38.30416415,0,1127,1127,0,0,0,0,0,0,0,13867,118,118.026779,27.756025,12,6
14881,2,80.29908,0,1199,1199,1140,1204,65,0,0,0,2,13867,165,118.323784,27.038864,4,2
386919,9.5,0,0,1277,1277,0,0,0,0,0,0,0,12753,0,119.883675,29.458708,19,9
96348,7,0,0,1068,0,0,0,0,1098,0,1099,0,0,0,0,0,14,7
13996,1.5,75.53245224,0,986,986,964,986,23,0,0,0,22,11027,74,114.34333,34.785477,3,1
426555,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9
48801,8.5,0,0,0,0,0,0,0,0,0,0,0,13952,0,112.453155,23.056921,17,8
20618,2,72.32760208,0,1151,1151,1097,1151,55,0,0,0,0,12669,29,120.084801,30.553133,4,2
3109,1,80.56788519,0,1182,1182,1123,1195,73,0,0,0,83,12824,36,118.1757736,29.78119087,2,1
8140,1.5,79.04359821,39.27261948,1168,1168,1109,1171,63,0,0,0,62,12824,36,117.236359,29.382742,3,1
39870,9,0,0,1208,1208,0,0,0,1178,544,0,0,12753,36,121.120598,28.843132,18,9
339414,9,0,0,1454,1454,0,0,0,1024,518,0,0,12907,165,114.93248,25.847,18,9
403317,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
24874,1,83.77441165,0,1221,1221,1162,1237,76,0,0,0,0,12753,36,119.172379,29.034788,2,1
43329,4,27.64467714,7.263557471,1279,1279,0,1279,0,0,0,0,0,12669,0,119.4442902,32.20648956,8,4
11419,9,79.16579573,0,1168,1168,0,0,0,1138,541,0,62,13867,36,119.011101,25.433954,18,9
19286,4,72.6457098,0,1092,1092,1047,1092,46,0,0,0,18,11027,74,114.34333,34.785477,8,4
44749,6,0,0,1220,1220,0,0,0,1190,545,0,0,12824,165,117.202271,28.287901,12,6
42851,4,0,0,1043,1043,0,0,0,0,0,1043,0,0,0,0,0,8,4
1732,3,79.85619714,0,1039,1039,994,1039,46,0,0,0,0,11027,130,114.34333,34.785477,6,3
42124,6.5,0,0,1253,1253,0,0,0,1223,549,0,0,13867,36,119.2296143,26.09373856,13,6
19692,8.5,79.89821278,0,1117,1117,0,0,0,0,0,0,0,13284,0,104.077995,30.650385,17,8
782,6.5,0,0,982,982,0,0,0,0,0,0,0,0,0,0,0,13,6
138209,9,0,0,0,0,0,0,0,0,0,0,0,12753,0,120.258934,30.161488,18,9
20030,7.5,74.21810229,0,976,976,0,0,0,0,0,0,21,12214,72,113.4129715,38.09095764,15,7
1751,6,0,0,1095,1095,0,0,0,0,0,0,15,12824,36,117.580116,28.953411,12,6
380,3.5,75.59255524,0,1149,1149,0,1149,0,0,0,0,19,11027,0,114.34333,34.785477,7,3
10408,4.5,71.22484901,0,1048,1048,0,1048,0,0,0,0,18,11027,74,114.34333,34.785477,9,4
40823,7.5,39.57408117,0,1040,1040,0,0,0,0,0,1040,0,11901,0,109.317529,36.903601,15,7
1181,5.5,0,0,1029,1029,0,0,0,0,0,0,0,0,0,0,0,11,5
44106,6.5,0,0,1206,1206,0,0,0,1196,546,0,0,13867,165,117.653053,24.511744,13,6
39945,4.5,66.44520587,39.52891686,1069,1069,0,0,68,0,0,1069,0,11141,118,119.403984,35.993355,9,4
11514,9,79.7989548,0,1049,1049,0,0,0,0,0,0,45,13867,48,119.321577,26.073954,18,9
11823,8,84.17552081,0,1244,1244,0,0,0,0,0,0,0,13867,36,118.10537,27.33988,16,8
47447,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
14136,5.5,37.82295232,0,1189,1189,1130,1206,77,0,0,0,23,13867,60,119.321577,26.073954,11,5
41186,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
7392,5,71.52903347,0,1049,1049,0,0,0,0,0,0,0,11371,118,112.144302,34.733059,10,5
40408,3.5,0,0,1069,1069,1010,1080,71,0,0,0,0,12433,36,119.126012,34.582213,7,3
1567,3.5,0,0,1151,1151,0,0,0,0,0,0,0,12824,0,118.433945,29.86577,7,3
40516,5.5,73.66090054,41.09644073,1126,1126,0,1126,0,1121,538,1126,0,0,0,0,0,11,5
52299,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
41268,5.5,67.89085803,0,1008,1008,0,0,0,1008,515,0,0,11026,0,115.282862,34.990951,11,5
1469,6,70.44725829,0,1115,1115,0,0,0,0,0,0,0,12669,36,120.618622,31.31271,12,6
22927,5,65.87583136,0,1195,1195,0,0,0,0,0,0,0,12753,29,120.957687,28.130676,10,5
12462,8,0,0,1198,1198,0,0,0,1169,543,0,0,13867,36,119.321577,26.073954,16,8
8053,1,80.58573251,34.77603117,1103,1103,1044,1117,74,0,0,0,0,12753,36,119.12091,28.082565,2,1
23477,9,71.67317911,0,1170,1170,1111,0,58,0,0,1148,0,13867,36,119.518837,25.959837,18,9
10748,7,85.12578905,0,1178,1178,1119,1203,85,0,0,0,0,12753,0,120.653221,28.018291,14,7
13017,5.5,27.64467714,0,1076,1076,0,0,0,1046,523,0,0,12907,36,115.89772,28.674896,11,5
11029,8,78.86071059,0,1184,1184,1129,1184,56,0,0,0,0,13867,36,119.011101,25.433954,16,8
287,1,0,0,1002,1002,0,0,0,0,0,0,0,0,0,0,0,2,1
891,3,35.1737334,0,1129,1129,0,0,0,0,0,0,0,12753,50,120.653221,28.018291,6,3
42326,9,0,0,1109,1109,0,0,0,1079,529,0,0,12669,165,119.952301,31.782784,18,9
95923,8,0,0,1142,0,0,0,0,1172,0,1173,0,0,0,0,0,16,8
46851,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8
47152,8,0,0,0,0,0,0,0,0,0,0,0,13867,0,118.026779,27.756025,16,8
3876,7.5,75.8257037,0,1032,1032,0,0,0,0,0,0,0,11703,77,114.365883,38.30547,15,7
405778,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
43995,6,0,0,1275,1275,0,0,0,1265,558,1275,0,12824,0,118.7425,30.946941,12,6
7141,1.5,78.80131258,0,1067,1067,0,0,0,0,0,0,24,11027,77,114.34333,34.785477,3,1
95756,5,0,0,1086,0,0,0,0,1116,0,1121,0,0,0,0,0,10,5
15820,9.5,82.0214223,0,1250,1250,0,0,66,0,0,0,0,12669,118,120.733788,31.646582,19,9
41923,9,66.81290314,0,1295,1295,0,0,0,1265,558,0,0,12669,36,118.965165,29.612287,18,9
23386,8.5,84.42233046,0,1157,1157,0,0,0,0,0,0,0,12907,0,116.52993,27.214306,17,8
33313,5.5,0,0,1292,1292,1235,1292,58,0,0,0,0,13952,36,113.829155,23.292559,11,5
41828,4.5,0,0,1182,1182,0,0,0,1163,542,1182,0,0,0,0,0,9,4
10438,6,85.00777837,0,1241,1241,0,0,0,0,0,0,18,12753,36,121.258354,28.642613,12,6
12510,8,86.35496137,0,1214,1214,1156,1214,59,0,0,0,62,13867,36,119.011101,25.433954,16,8
97609,7.5,0,0,1203,0,0,0,0,1233,0,1234,0,0,0,0,0,15,7
17342,7.5,51.52637267,0,1036,1036,0,0,0,0,0,0,0,11371,0,112.38263,34.665276,15,7
18404,6.5,0,0,1075,1075,0,0,0,0,0,0,31,11027,0,113.641312,34.758076,13,6
43946,8.5,0,0,1220,1220,0,0,0,0,0,1220,0,0,0,0,0,17,8
42051,7.5,80.58560581,0,1238,1238,0,0,0,0,0,0,0,13867,0,119.321577,26.073954,15,7
98044,7.5,0,0,984,0,0,0,0,1014,0,1017,0,0,0,0,0,15,7
96754,6,0,0,1243,0,0,0,0,1273,0,1273,0,0,0,0,0,12,6
36685,6.5,62.03193825,0,1116,1116,0,0,0,0,0,0,0,13284,0,103.672607,30.636564,13,6
52442,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8
410599,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
51297,9,0,0,1232,1232,0,0,0,0,0,0,0,13867,36,118.68367,25.36455727,18,9
48362,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
3587,5.5,75.98362316,0,1136,1136,1077,1138,62,0,0,0,17,12669,36,120.099312,30.864964,11,5
42221,4,0,0,1279,1279,0,0,0,1265,558,1279,0,12669,101,119.433472,29.92337,8,4
619,5.5,0,0,1159,1159,0,0,0,0,0,0,0,12824,36,116.903259,28.40443,11,5
24160,7,82.94510851,0,1180,1180,1122,0,0,0,0,0,0,12753,36,120.630691,27.790512,14,7
40560,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
30488,5,0,0,1228,1228,0,0,0,0,0,0,0,12824,0,117.945084,30.374228,10,5
43436,3,0,0,0,0,0,0,0,0,0,0,0,12907,0,115.132248,27.214367,6,3
1954,6,27.64467714,0,1089,1089,0,0,0,0,0,0,41,11901,0,110.855438,34.911781,12,6
14996,6,66.40079794,0,1092,1092,1033,1105,73,0,0,0,0,12669,165,120.168625,30.294125,12,6
40882,1,0,0,1131,1131,1079,1131,53,0,0,0,0,12824,165,118.76899,32.052563,2,1
389901,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
49945,6.5,65.14433607,41.12785983,1114,1114,0,0,0,0,0,0,0,12907,36,116.210182,27.546391,13,6
41129,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
21316,5,75.70618204,0,1076,1076,0,0,0,1052,524,0,0,12433,36,119.437332,32.79071,10,5
1794,6,0,0,1048,1048,0,0,0,0,0,0,0,12907,36,114.971275,27.103239,12,6
48978,6.5,0,0,1223,1223,1164,1225,62,0,0,0,0,13284,36,103.512261,30.02619,13,6
1198,6,0,0,1109,1109,0,0,0,0,0,0,0,0,0,0,0,12,6
95591,8,0,0,1176,0,0,0,0,1206,0,1209,0,0,0,0,0,16,8
51572,9.5,0,0,0,0,0,0,0,0,0,0,0,13867,0,118.784904,26.60171,19,9
13683,6.5,72.7581225,0,1046,1046,0,0,0,0,0,0,0,12433,54,118.264374,32.098347,13,6
14731,4,68.5152474,0,1105,1105,1063,1105,43,0,0,0,22,11027,74,114.34333,34.785477,8,4
45758,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
409,6.5,0,0,1139,1139,0,0,0,0,0,0,0,12753,36,119.913009,28.448732,13,6
414613,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
137209,8.5,0,0,0,0,0,0,0,0,0,0,0,13867,0,118.589905,24.909641,17,8
22621,6,84.26476195,0,1223,1223,0,0,0,0,0,0,0,12669,118,120.537499,30.40628,12,6
25867,8.5,80.06941867,0,1256,1256,0,1256,0,0,0,0,0,13867,36,119.011101,25.433954,17,8
46371,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
43381,4.5,0,40.04354177,1070,1070,0,0,0,1038,520,1070,0,12753,165,121.5426559,29.86631584,9,4
138079,9.5,0,0,0,0,0,0,0,0,0,0,0,13284,0,103.831459,30.050497,19,9
39540,4,0,0,0,0,0,0,0,0,0,0,0,12091,0,106.172912,35.868216,8,4
1358,5.5,0,0,1115,1115,0,0,0,0,0,0,11,12753,36,118.615936,28.735312,11,5
11375,9.5,79.06872998,0,1126,1126,0,0,0,0,0,0,0,12753,0,121.542656,29.866316,19,9
19947,6,83.70105137,0,1226,1226,0,0,0,0,0,0,0,12753,0,121.542656,29.866316,12,6
17546,8,52.17966056,0,1244,1244,0,0,0,0,0,1256,0,12669,59,118.965165,29.612287,16,8
19069,5.5,75.46684375,0,1124,1124,0,0,0,0,0,0,0,13867,36,118.68367,25.36455727,11,5
97955,6,0,0,1168,0,0,0,0,1198,0,1199,0,0,0,0,0,12,6
47475,7.5,0,0,1151,1151,0,0,0,0,0,0,0,0,36,0,0,15,7
37142,9,0,0,1178,1178,0,0,0,0,0,0,0,0,0,0,0,18,9
17237,1,74.37348623,0,1010,1010,954,1010,57,0,0,0,0,11027,118,114.34333,34.785477,2,1
398236,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
42406,7.5,23.05125666,0,1096,0,0,0,0,1126,539,0,0,11901,15,110.662392,35.576092,15,7
431336,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
24722,8.5,0,0,1235,1235,0,0,0,1205,548,0,0,12753,36,121.026558,29.138258,17,8
10671,8,41.85123166,0,1162,1162,0,0,0,0,0,0,147,12753,36,120.578262,30.004515,16,8
37658,1.5,0,0,1139,1139,0,1139,0,0,0,1139,0,11703,0,112.9369888,35.08930206,3,1
14562,2.5,47.09602756,0,1268,1268,0,1268,0,0,0,0,45,12669,0,120.418739,30.530447,5,2
14975,8.5,86.45261011,0,1229,1229,0,0,0,0,0,0,0,13867,36,118.10537,27.33988,17,8
21141,9,86.3855616,0,1238,1238,0,0,0,1208,549,0,147,12753,36,121.258354,28.642613,18,9
421038,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
1193,6.5,0,0,1136,1136,0,0,0,0,0,0,0,0,0,0,0,13,6
3417,4.5,78.27592194,0,1210,1210,1151,1211,61,0,0,0,32,12907,118,114.559631,29.038708,9,4
14431,6,34.82715981,0,992,992,0,0,0,0,0,0,15,11026,0,115.282862,34.990951,12,6
49831,9.5,0,0,1145,1145,0,0,0,0,0,0,0,13867,36,119.321577,26.073954,19,9
52425,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8
49976,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
414775,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
12691,6,44.32803979,0,1162,1162,0,0,0,0,0,0,11,13867,36,119.518837,25.959837,12,6
39509,7,0,0,1229,1229,0,0,0,1199,546,0,0,0,165,0,0,14,7
49918,5,35.1737334,0,971,971,912,991,80,0,0,0,0,11703,0,114.482628,36.790363,10,5
18057,6.5,0,0,1064,1064,0,0,0,0,0,0,0,13425,36,106.105835,30.819111,13,6
3767,1,82.82562423,364.3337675,1095,1095,1036,1101,66,0,0,0,28,13284,36,103.831459,30.050497,2,1
33317,8,0,0,1211,1211,0,0,0,1181,544,0,0,12669,36,119.394783,30.192015,16,8
40955,3,0,0,1123,1123,0,0,0,1123,538,0,0,0,80,0,0,6,3
1604,6.5,0,0,1041,1041,0,0,0,0,0,0,0,0,0,0,0,13,6
35292,8.5,0,0,1145,1145,0,0,83,1114,536,0,0,11203,36,116.584183,34.703617,17,8
13257,6.5,84.50061284,0,1241,1241,0,0,0,0,0,0,0,12907,0,115.393806,27.759735,13,6
96918,6,0,0,1174,0,0,0,0,1204,0,1205,0,0,0,0,0,12,6
431735,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
16592,9,77.71021313,0,1099,1099,0,0,0,0,0,0,0,12907,36,116.52993,27.214306,18,9
429052,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
23497,9.5,42.49419771,0,1174,1174,1115,0,0,0,0,1148,0,12824,36,117.580116,28.953411,19,9
425494,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
416795,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
24892,4,78.59398468,0,1223,1223,0,0,0,1193,545,0,0,13284,165,103.7627,30.6001,8,4
42202,9.5,0,0,1208,1208,0,0,0,1208,549,0,0,12669,137,119.952301,31.78278351,19,9
3959,3.5,67.71241129,0,1133,1133,1074,1135,62,0,0,0,20,12753,42,120.578262,30.004515,7,3
388173,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
50599,9,73.95026173,38.58534665,1286,1286,0,0,0,0,0,0,0,0,36,0,0,18,9
33279,7.5,54.75624,0,1240,1240,0,0,0,0,0,0,0,12753,0,120.653221,28.018291,15,7
52326,9.5,0,0,0,0,0,0,0,0,0,0,0,12753,0,121.120598,28.843132,19,9
37597,6,45.20941055,0,1065,1065,1036,1065,30,0,0,0,0,12907,36,114.971275,27.103239,12,6
51993,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
426340,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9
1623,6,0,0,1121,1121,0,0,0,0,0,0,0,0,0,0,0,12,6
20955,8,80.14973623,0,1109,1109,1062,1109,48,0,0,0,83,12753,36,120.630691,27.790512,16,8
17956,2.5,27.64467714,0,1184,1184,0,0,0,1154,541,0,0,12907,36,116.061584,27.75564,5,2
96981,5.5,0,0,1219,0,0,0,0,1249,0,1258,0,0,0,0,0,11,5
46259,7.5,73.57253144,0,1264,1264,1212,1264,53,0,0,0,0,12824,36,117.96489,28.450691,15,7
1488,1,83.04285887,760.8748462,1078,1078,1019,1086,68,0,0,0,8,11901,36,111.220055,35.137451,2,1
38113,6.5,0,0,0,0,0,0,0,1241,554,0,0,12753,0,120.578262,30.004515,13,6
98330,7,0,0,972,0,0,0,0,1002,0,1022,0,0,0,0,0,14,7
14296,6,41.75753813,0,1250,1250,0,0,0,0,0,0,45,12669,0,120.9482346,31.3861084,12,6
11318,5.5,79.86820078,0,1139,1139,0,0,0,0,0,0,23,12669,36,120.618622,31.31271,11,5
387581,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
389843,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
45792,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8
